play_key,play_id,game_id,season_id,period,period_id,sequence_key,first_event_key,last_event_key,event_count,start_min,start_sec,duration_seconds,video_time_start,video_time_end,time_bucket_id,strength_id,home_team,home_team_id,away_team,away_team_id,start_zone,end_zone,start_zone_id,end_zone_id,event_types,has_goal,goal_count,has_shot,shot_count,zone_entry_count,zone_exit_count,pass_count,pass_success_count,turnover_count,giveaway_count,takeaway_count,unique_player_count,player_ids
PL1897705405,PL1897705405,18977,N20252026F,3,P03,SQ1897700054,EV1897701901,EV1897701905,5,17.0,48.0,2.0,2310.0,2315.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Zone_Entry_Exit,Possession,Pass,Shot,Turnover",False,0,True,1,0,0,1,0,1,1,0,2,"P100159,P100201"
PL1897705406,PL1897705406,18977,N20252026F,3,P03,SQ1897700054,EV1897701906,EV1897701906,1,17.0,40.0,3.0,2318.0,2321.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,1,P100100
PL1897705407,PL1897705407,18977,N20252026F,3,P03,SQ1897700054,EV1897701907,EV1897701907,1,17.0,37.0,0.0,2321.0,2321.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,0,1,1,P100132
PL1897705408,PL1897705408,18977,N20252026F,3,P03,SQ1897700054,EV1897701908,EV1897701910,3,17.0,33.0,6.0,2325.0,2331.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Possession,Zone_Entry_Exit",False,0,False,0,1,0,1,0,0,0,0,1,P100201
PL1897705409,PL1897705409,18977,N20252026F,3,P03,SQ1897700054,EV1897701911,EV1897701914,4,17.0,27.0,3.0,2331.0,2341.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Shot,Stoppage",False,0,True,1,0,0,1,0,0,0,0,2,"P100201,P100224"
PL1897705501,PL1897705501,18977,N20252026F,3,P03,SQ1897700055,EV1897701915,EV1897701915,1,17.0,17.0,25.0,2341.0,2366.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100224
PL1897705601,PL1897705601,18977,N20252026F,3,P03,SQ1897700056,EV1897701916,EV1897701919,4,16.0,52.0,1.0,2366.0,2369.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Possession,Shot,Turnover",False,0,True,1,0,0,0,0,1,1,0,2,"P100001,P100159"
PL1897705602,PL1897705602,18977,N20252026F,3,P03,SQ1897700056,EV1897701920,EV1897701920,1,16.0,47.0,0.0,2371.0,2371.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,1,P100088
PL1897705603,PL1897705603,18977,N20252026F,3,P03,SQ1897700056,EV1897701921,EV1897701921,1,16.0,44.0,0.0,2374.0,2374.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,1,0,0,0,0,0,0,1,P100088
PL1897705604,PL1897705604,18977,N20252026F,3,P03,SQ1897700056,EV1897701922,EV1897701922,1,16.0,44.0,0.0,2374.0,2374.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,0,1,1,P100159
PL1897705605,PL1897705605,18977,N20252026F,3,P03,SQ1897700056,EV1897701923,EV1897701927,5,16.0,41.0,6.0,2377.0,2384.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Possession,Pass,Possession,Zone_Entry_Exit",False,0,False,0,1,0,2,0,0,0,0,3,"P100001,P100070,P100161"
PL1897705606,PL1897705606,18977,N20252026F,3,P03,SQ1897700056,EV1897701928,EV1897701929,2,16.0,33.0,0.0,2385.0,2385.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Turnover",False,0,False,0,0,0,1,0,1,1,0,2,"P100070,P100161"
PL1897705607,PL1897705607,18977,N20252026F,3,P03,SQ1897700056,EV1897701930,EV1897701930,1,16.0,32.0,0.0,2386.0,2386.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,1,P100084
PL1897705608,PL1897705608,18977,N20252026F,3,P03,SQ1897700056,EV1897701931,EV1897701932,2,16.0,32.0,8.0,2386.0,2394.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Zone_Entry_Exit",False,0,False,0,1,0,0,0,0,0,0,1,P100084
PL1897705609,PL1897705609,18977,N20252026F,3,P03,SQ1897700056,EV1897701933,EV1897701935,3,16.0,24.0,0.0,2394.0,2394.0,TB01,,Velodrome,N10010,HollowBrook,N10003,,,,,"Shot,Save,Stoppage",False,0,True,1,0,0,0,0,0,0,0,2,"P100016,P100084"
PL1897705701,PL1897705701,18977,N20252026F,3,P03,SQ1897700057,EV1897701936,EV1897701936,1,16.0,24.0,17.0,2394.0,2411.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100016
PL1897705801,PL1897705801,18977,N20252026F,3,P03,SQ1897700058,EV1897701937,EV1897701940,4,16.0,7.0,0.0,2411.0,2412.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Shot,Save,Stoppage",False,0,True,1,0,0,0,0,0,0,0,3,"P100016,P100084,P100088"
PL1897705901,PL1897705901,18977,N20252026F,3,P03,SQ1897700059,EV1897701941,EV1897701941,1,16.0,6.0,15.0,2412.0,2427.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100016
PL1897706001,PL1897706001,18977,N20252026F,3,P03,SQ1897700060,EV1897701942,EV1897701951,10,15.0,51.0,7.0,2427.0,2445.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Shot,Save,Rebound,Possession,Possession,Pass,Possession,Pass,Turnover",False,0,True,1,0,0,2,0,1,1,0,4,"P100016,P100047,P100084,P100088"
PL1897706002,PL1897706002,18977,N20252026F,3,P03,SQ1897700060,EV1897701952,EV1897701955,4,15.0,32.0,2.0,2446.0,2450.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Play,Zone_Entry_Exit,Zone_Entry_Exit",False,0,False,0,0,1,0,0,0,0,0,3,"P100001,P100105,P100123"
PL1897706003,PL1897706003,18977,N20252026F,3,P03,SQ1897700060,EV1897701956,EV1897701957,2,15.0,27.0,2.0,2451.0,2453.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Zone_Entry_Exit",False,0,False,0,1,0,0,0,0,0,0,1,P100105
PL1897706004,PL1897706004,18977,N20252026F,3,P03,SQ1897700060,EV1897701958,EV1897701958,1,15.0,25.0,0.0,2453.0,2453.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100105
PL1897706005,PL1897706005,18977,N20252026F,3,P03,SQ1897700060,EV1897701959,EV1897701959,1,15.0,20.0,0.0,2458.0,2458.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,0,
PL1897706006,PL1897706006,18977,N20252026F,3,P03,SQ1897700060,EV1897701960,EV1897701965,6,15.0,20.0,5.0,2458.0,2471.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Zone_Entry_Exit,Possession,Shot,Zone_Entry_Exit",False,0,True,1,0,1,1,0,0,0,0,4,"P100001,P100039,P100084,P100161"
PL1897706007,PL1897706007,18977,N20252026F,3,P03,SQ1897700060,EV1897701966,EV1897701969,4,15.0,7.0,5.0,2471.0,2477.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Possession,Zone_Entry_Exit",False,0,False,0,1,0,1,0,0,0,0,3,"P100047,P100084,P100088"
PL1897706008,PL1897706008,18977,N20252026F,3,P03,SQ1897700060,EV1897701970,EV1897701975,6,15.0,1.0,5.0,2477.0,2493.0,TB01,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Pass,Shot,Possession,Shot,Stoppage",False,0,True,2,0,0,2,0,0,0,0,4,"P100047,P100070,P100084,P100123"
PL1897706101,PL1897706101,18977,N20252026F,3,P03,SQ1897700061,EV1897701976,EV1897701976,1,14.0,45.0,29.0,2493.0,2522.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100070
PL1897706201,PL1897706201,18977,N20252026F,3,P03,SQ1897700062,EV1897701977,EV1897701978,2,14.0,16.0,0.0,2522.0,2524.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Stoppage",False,0,False,0,0,0,0,0,0,0,0,2,"P100002,P100201"
PL1897706301,PL1897706301,18977,N20252026F,3,P03,SQ1897700063,EV1897701979,EV1897701979,1,14.0,9.0,20.0,2529.0,2549.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100002
PL1897706401,PL1897706401,18977,N20252026F,3,P03,SQ1897700064,EV1897701980,EV1897701982,3,13.0,49.0,2.0,2549.0,2556.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Pass,Zone_Entry_Exit",False,0,False,0,0,1,1,0,0,0,0,5,"P100002,P100100,P100108,P100201,P100230"
PL1897706402,PL1897706402,18977,N20252026F,3,P03,SQ1897700064,EV1897701983,EV1897701983,1,13.0,38.0,0.0,2560.0,2560.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,1,0,0,0,0,0,0,1,P100230
PL1897706403,PL1897706403,18977,N20252026F,3,P03,SQ1897700064,EV1897701984,EV1897701986,3,13.0,38.0,2.0,2560.0,2562.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Zone_Entry_Exit",False,0,False,0,0,1,1,0,0,0,0,2,"P100086,P100097"
PL1897706404,PL1897706404,18977,N20252026F,3,P03,SQ1897700064,EV1897701987,EV1897701989,3,13.0,33.0,4.0,2565.0,2572.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Pass,Zone_Entry_Exit",False,0,False,0,1,0,2,0,0,0,0,4,"P100049,P100086,P100097,P100100"
PL1897706405,PL1897706405,18977,N20252026F,3,P03,SQ1897700064,EV1897701990,EV1897701993,4,13.0,26.0,0.0,2572.0,2572.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Shot,Save,Stoppage",False,0,True,1,0,0,1,0,0,0,0,3,"P100016,P100086,P100097"
PL1897706501,PL1897706501,18977,N20252026F,3,P03,SQ1897700065,EV1897701994,EV1897701994,1,13.0,26.0,0.0,2572.0,2572.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100016
PL1897706601,PL1897706601,18977,N20252026F,3,P03,SQ1897700066,EV1897701995,EV1897701997,3,13.0,3.0,0.0,2595.0,2596.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Shot,Turnover",False,0,True,1,0,0,0,0,1,1,0,2,"P100049,P100100"
PL1897706602,PL1897706602,18977,N20252026F,3,P03,SQ1897700066,EV1897701998,EV1897702001,4,13.0,1.0,4.0,2597.0,2602.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Pass,Zone_Entry_Exit",False,0,False,0,0,1,2,0,0,0,0,3,"P100002,P100108,P100230"
PL1897706603,PL1897706603,18977,N20252026F,3,P03,SQ1897700066,EV1897702002,EV1897702002,1,12.0,54.0,0.0,2604.0,2604.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100230
PL1897706604,PL1897706604,18977,N20252026F,3,P03,SQ1897700066,EV1897702003,EV1897702006,4,12.0,53.0,2.0,2605.0,2607.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Pass,Zone_Entry_Exit",False,0,False,0,1,0,2,0,0,0,0,3,"P100049,P100086,P100100"
PL1897706605,PL1897706605,18977,N20252026F,3,P03,SQ1897700066,EV1897702007,EV1897702007,1,12.0,51.0,0.0,2607.0,2607.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100049
PL1897706606,PL1897706606,18977,N20252026F,3,P03,SQ1897700066,EV1897702008,EV1897702010,3,12.0,44.0,0.0,2614.0,2616.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Pass,Zone_Entry_Exit",False,0,False,0,0,1,2,0,0,0,0,3,"P100002,P100108,P100201"
PL1897706607,PL1897706607,18977,N20252026F,3,P03,SQ1897700066,EV1897702011,EV1897702012,2,12.0,41.0,5.0,2617.0,2622.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Zone_Entry_Exit",False,0,False,0,1,0,0,0,0,0,0,2,"P100201,P100230"
PL1897706608,PL1897706608,18977,N20252026F,3,P03,SQ1897700066,EV1897702013,EV1897702015,3,12.0,36.0,2.0,2622.0,2628.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Turnover",False,0,False,0,0,0,1,0,1,1,0,2,"P100201,P100230"
PL1897706609,PL1897706609,18977,N20252026F,3,P03,SQ1897700066,EV1897702016,EV1897702017,2,12.0,30.0,3.0,2628.0,2631.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Zone_Entry_Exit",False,0,False,0,0,1,0,0,0,0,0,1,P100084
PL1897706610,PL1897706610,18977,N20252026F,3,P03,SQ1897700066,EV1897702018,EV1897702018,1,12.0,27.0,0.0,2631.0,2631.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100084
PL1897706611,PL1897706611,18977,N20252026F,3,P03,SQ1897700066,EV1897702019,EV1897702021,3,12.0,24.0,1.0,2634.0,2637.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Possession,Turnover",False,0,False,0,0,0,1,0,1,1,0,1,P100108
PL1897706612,PL1897706612,18977,N20252026F,3,P03,SQ1897700066,EV1897702022,EV1897702022,1,12.0,21.0,0.0,2637.0,2637.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,1,0,0,0,0,0,0,1,P100097
PL1897706613,PL1897706613,18977,N20252026F,3,P03,SQ1897700066,EV1897702023,EV1897702023,1,12.0,19.0,0.0,2639.0,2639.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100097
PL1897706614,PL1897706614,18977,N20252026F,3,P03,SQ1897700066,EV1897702024,EV1897702024,1,12.0,18.0,1.0,2640.0,2641.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,0,
PL1897706615,PL1897706615,18977,N20252026F,3,P03,SQ1897700066,EV1897702025,EV1897702026,2,12.0,17.0,2.0,2641.0,2643.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Turnover",False,0,False,0,0,0,0,0,1,1,0,2,"P100084,P100230"
PL1897706616,PL1897706616,18977,N20252026F,3,P03,SQ1897700066,EV1897702027,EV1897702030,4,12.0,14.0,6.0,2644.0,2650.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Possession,Zone_Entry_Exit",False,0,False,0,1,0,1,0,0,0,0,3,"P100084,P100088,P100097"
PL1897706617,PL1897706617,18977,N20252026F,3,P03,SQ1897700066,EV1897702031,EV1897702040,10,12.0,8.0,9.0,2650.0,2668.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Possession,Pass,Possession,Pass,Shot,Save,Rebound,Pass,Turnover",False,0,True,1,0,0,3,0,1,1,0,6,"P100002,P100016,P100084,P100088,P100211,P100230"
PL1897706618,PL1897706618,18977,N20252026F,3,P03,SQ1897700066,EV1897702041,EV1897702046,6,11.0,50.0,1.0,2668.0,2673.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Zone_Entry_Exit,Possession,Shot,Save,Rebound,Zone_Entry_Exit",False,0,True,1,0,1,0,0,0,0,0,4,"P100002,P100016,P100088,P100201"
PL1897706619,PL1897706619,18977,N20252026F,3,P03,SQ1897700066,EV1897702047,EV1897702047,1,11.0,45.0,0.0,2673.0,2673.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100201
PL1897706620,PL1897706620,18977,N20252026F,3,P03,SQ1897700066,EV1897702048,EV1897702050,3,11.0,41.0,2.0,2677.0,2679.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Zone_Entry_Exit",False,0,False,0,1,0,1,0,0,0,0,2,"P100088,P100123"
PL1897706621,PL1897706621,18977,N20252026F,3,P03,SQ1897700066,EV1897702051,EV1897702053,3,11.0,39.0,3.0,2679.0,2682.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Shot,Turnover",False,0,True,1,0,0,0,0,1,1,0,1,P100088
PL1897706622,PL1897706622,18977,N20252026F,3,P03,SQ1897700066,EV1897702054,EV1897702054,1,11.0,30.0,0.0,2688.0,2688.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,1,P100132
PL1897706623,PL1897706623,18977,N20252026F,3,P03,SQ1897700066,EV1897702055,EV1897702056,2,11.0,29.0,0.0,2689.0,2689.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Zone_Entry_Exit",False,0,False,0,1,0,1,0,0,0,0,2,"P100001,P100132"
PL1897706624,PL1897706624,18977,N20252026F,3,P03,SQ1897700066,EV1897702057,EV1897702067,11,11.0,28.0,8.0,2690.0,2703.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Possession,Shot,Save,Rebound,Pass,Possession,Shot,Save,Rebound,Zone_Entry_Exit",False,0,True,2,0,1,1,0,0,0,0,6,"P100001,P100084,P100088,P100096,P100132,P100224"
PL1897706625,PL1897706625,18977,N20252026F,3,P03,SQ1897700066,EV1897702068,EV1897702070,3,11.0,15.0,1.0,2703.0,2704.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Zone_Entry_Exit",False,0,False,0,1,0,1,0,0,0,0,2,"P100047,P100084"
PL1897706626,PL1897706626,18977,N20252026F,3,P03,SQ1897700066,EV1897702071,EV1897702078,8,11.0,14.0,9.0,2704.0,2715.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Shot,Save,Rebound,Possession,Possession,Turnover",False,0,True,1,0,0,1,0,1,1,0,4,"P100016,P100047,P100088,P100159"
PL1897706627,PL1897706627,18977,N20252026F,3,P03,SQ1897700066,EV1897702079,EV1897702087,9,11.0,3.0,14.0,2715.0,2739.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Possession,Possession,Shot,Possession,Pass,Shot,Turnover",False,0,True,2,0,0,2,0,1,1,0,4,"P100047,P100084,P100088,P100123"
PL1897706628,PL1897706628,18977,N20252026F,3,P03,SQ1897700066,EV1897702088,EV1897702088,1,10.0,34.0,4.0,2744.0,2748.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,1,P100159
PL1897706629,PL1897706629,18977,N20252026F,3,P03,SQ1897700066,EV1897702089,EV1897702090,2,10.0,30.0,4.0,2748.0,2752.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Zone_Entry_Exit",False,0,False,0,1,0,0,0,0,0,0,2,"P100159,P100224"
PL1897706630,PL1897706630,18977,N20252026F,3,P03,SQ1897700066,EV1897702091,EV1897702096,6,10.0,26.0,3.0,2752.0,2757.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Possession,Shot,Possession,Pass,Turnover",False,0,True,1,0,0,2,0,1,1,0,2,"P100159,P100224"
PL1897706631,PL1897706631,18977,N20252026F,3,P03,SQ1897700066,EV1897702097,EV1897702099,3,10.0,17.0,0.0,2761.0,2764.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Pass,Zone_Entry_Exit",False,0,False,0,0,1,2,0,0,0,0,3,"P100047,P100088,P100100"
PL1897706632,PL1897706632,18977,N20252026F,3,P03,SQ1897700066,EV1897702100,EV1897702101,2,10.0,14.0,3.0,2764.0,2767.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Zone_Entry_Exit",False,0,False,0,1,0,0,0,0,0,0,1,P100088
PL1897706633,PL1897706633,18977,N20252026F,3,P03,SQ1897700066,EV1897702102,EV1897702108,7,10.0,11.0,8.0,2767.0,2776.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Possession,Pass,Possession,Shot,Save,Stoppage",False,0,True,1,0,0,1,0,0,0,0,4,"P100016,P100038,P100088,P100100"
PL1897706701,PL1897706701,18977,N20252026F,3,P03,SQ1897700067,EV1897702109,EV1897702109,1,10.0,2.0,29.0,2776.0,2805.0,TB02,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100016
PL1897706801,PL1897706801,18977,N20252026F,3,P03,SQ1897700068,EV1897702110,EV1897702111,2,9.0,33.0,0.0,2805.0,2805.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Zone_Entry_Exit",False,0,False,0,0,1,0,0,0,0,0,1,P100001
PL1897706802,PL1897706802,18977,N20252026F,3,P03,SQ1897700068,EV1897702112,EV1897702112,1,9.0,33.0,0.0,2805.0,2805.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100001
PL1897706803,PL1897706803,18977,N20252026F,3,P03,SQ1897700068,EV1897702113,EV1897702116,4,9.0,30.0,5.0,2808.0,2818.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Pass,Zone_Entry_Exit",False,0,False,0,1,0,2,0,0,0,0,3,"P100049,P100086,P100091"
PL1897706804,PL1897706804,18977,N20252026F,3,P03,SQ1897700068,EV1897702117,EV1897702118,2,9.0,20.0,0.0,2818.0,2818.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Shot,Turnover",False,0,True,1,0,0,0,0,1,1,0,1,P100091
PL1897706805,PL1897706805,18977,N20252026F,3,P03,SQ1897700068,EV1897702119,EV1897702119,1,9.0,15.0,0.0,2823.0,2823.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,1,P100105
PL1897706806,PL1897706806,18977,N20252026F,3,P03,SQ1897700068,EV1897702120,EV1897702120,1,9.0,15.0,0.0,2823.0,2823.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100105
PL1897706807,PL1897706807,18977,N20252026F,3,P03,SQ1897700068,EV1897702121,EV1897702121,1,9.0,14.0,0.0,2824.0,2824.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,1,0,0,0,0,0,0,1,P100086
PL1897706808,PL1897706808,18977,N20252026F,3,P03,SQ1897700068,EV1897702122,EV1897702122,1,9.0,14.0,0.0,2824.0,2824.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100086
PL1897706809,PL1897706809,18977,N20252026F,3,P03,SQ1897700068,EV1897702123,EV1897702128,6,9.0,9.0,6.0,2829.0,2839.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Pass,Pass,Possession,Pass,Zone_Entry_Exit",False,0,False,0,0,1,3,0,0,0,0,2,"P100105,P100161"
PL1897706810,PL1897706810,18977,N20252026F,3,P03,SQ1897700068,EV1897702129,EV1897702131,3,8.0,59.0,5.0,2839.0,2844.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Possession,Zone_Entry_Exit",False,0,False,0,1,0,1,0,0,0,0,4,"P100001,P100039,P100105,P100161"
PL1897706811,PL1897706811,18977,N20252026F,3,P03,SQ1897700068,EV1897702132,EV1897702135,4,8.0,54.0,0.0,2844.0,2844.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Shot,Save,Stoppage",False,0,True,1,0,0,1,0,0,0,0,3,"P100001,P100039,P100096"
PL1897706901,PL1897706901,18977,N20252026F,3,P03,SQ1897700069,EV1897702136,EV1897702136,1,8.0,54.0,19.0,2844.0,2863.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,DeadIce,False,0,False,0,0,0,0,0,0,0,0,1,P100096
PL1897707001,PL1897707001,18977,N20252026F,3,P03,SQ1897700070,EV1897702137,EV1897702143,7,8.0,35.0,2.0,2863.0,2870.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Faceoff,Shot,Save,Rebound,Zone_Entry_Exit,Possession,Turnover",False,0,True,1,0,0,0,0,1,1,0,6,"P100038,P100091,P100096,P100105,P100161,P100201"
PL1897707002,PL1897707002,18977,N20252026F,3,P03,SQ1897700070,EV1897702144,EV1897702144,1,8.0,26.0,2.0,2872.0,2874.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Zone_Entry_Exit,False,0,False,0,0,1,0,0,0,0,0,1,P100100
PL1897707003,PL1897707003,18977,N20252026F,3,P03,SQ1897700070,EV1897702145,EV1897702146,2,8.0,24.0,2.0,2874.0,2876.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Possession,Turnover",False,0,False,0,0,0,0,0,1,1,0,1,P100100
PL1897707004,PL1897707004,18977,N20252026F,3,P03,SQ1897700070,EV1897702147,EV1897702150,4,8.0,21.0,5.0,2877.0,2883.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Pass,Pass,Possession,Zone_Entry_Exit",False,0,False,0,1,0,2,0,0,0,0,3,"P100086,P100161,P100201"
PL1897707005,PL1897707005,18977,N20252026F,3,P03,SQ1897700070,EV1897702151,EV1897702154,4,8.0,15.0,2.0,2883.0,2885.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,"Play,Possession,Shot,Turnover",False,0,True,1,0,0,0,0,1,1,0,1,P100201
PL1897707006,PL1897707006,18977,N20252026F,3,P03,SQ1897700070,EV1897702155,EV1897702155,1,8.0,13.0,0.0,2885.0,2885.0,TB03,STR0001,Velodrome,N10010,HollowBrook,N10003,,,,,Turnover,False,0,False,0,0,0,0,0,1,1,0,1,P100049
